asylum_residence,time,displaced_population
pak,1991,3275261
pak,1992,2989268
pak,1993,1479266
pak,1994,1158182
pak,1995,1355798
pak,1996,1343161
pak,1997,1287245
pak,1998,1295490
pak,1999,1293849
pak,2000,2078866
pak,2001,2207377
pak,2002,2798849
pak,2003,1513549
pak,2004,1723621
pak,2005,1549243
pak,2006,1190164
pak,2007,2403811
pak,2008,2213896
pak,2009,4795384
pak,2010,4151024
pak,2011,2829714
pak,2012,2539353
pak,2013,2491252
pak,2014,2975772
pak,2015,3448561
pak,2016,2892017
pak,2017,1852634
pak,2018,1589030
pan,1972,130
pan,1974,1150
pan,1977,500
pan,1978,1050
pan,1979,2370
pan,1980,3320
pan,1981,1500
pan,1982,1820
pan,1983,1500
pan,1984,1500
pan,1985,1200
pan,1986,1270
pan,1987,1600
pan,1988,1992
pan,1989,1501
pan,1990,1440
pan,1991,1564
pan,1992,1077
pan,1993,990
pan,1994,1002
pan,1995,892
pan,1996,867
pan,1997,622
pan,1998,1188
pan,1999,1361
pan,2000,1665
pan,2001,1605
pan,2002,1757
pan,2003,1939
pan,2004,1929
pan,2005,12436
pan,2006,15597
pan,2007,17429
pan,2008,17526
pan,2009,17743
pan,2010,17558
pan,2011,18059
pan,2012,17796
pan,2013,18297
pan,2014,18675
pan,2015,20258
pan,2016,21823
pan,2017,58553
pan,2018,110438
per,1970,1500
per,1971,1500
per,1972,1550
per,1974,4600
per,1975,600
per,1976,440
per,1977,1200
per,1978,1160
per,1979,6280
per,1980,1460
per,1981,1500
per,1982,1390
per,1983,650
per,1984,560
per,1985,700
per,1986,600
per,1987,640
per,1988,654
per,1989,691
per,1990,724
per,1991,793
per,1992,780
per,1993,738
per,1994,793
per,1995,610
per,1996,719
per,1997,750
per,1998,436
per,1999,702
per,2000,696
per,2001,746
per,2002,832
per,2003,900
per,2004,998
per,2005,1185
per,2006,1400
per,2007,1546
per,2008,1662
per,2009,1486
per,2010,1411
per,2011,1638
per,2012,1600
per,2013,1669
per,2014,1690
per,2015,1867
per,2016,6041
per,2017,70685
per,2018,661470
phl,1975,690
phl,1976,940
phl,1977,1300
phl,1978,5300
phl,1979,5300
phl,1980,27190
phl,1981,23310
phl,1982,15240
phl,1983,18890
phl,1984,18270
phl,1985,16990
phl,1986,13830
phl,1987,13170
phl,1988,21109
phl,1989,26701
phl,1990,19980
phl,1991,9043
phl,1992,6852
phl,1993,2875
phl,1994,1436
phl,1995,925
phl,1996,1609
phl,1997,311
phl,1998,330
phl,1999,185
phl,2000,204
phl,2001,2178
phl,2002,2092
phl,2003,1843
phl,2004,1981
phl,2005,913
phl,2006,556
phl,2007,302
phl,2008,280
phl,2009,220
phl,2010,139893
phl,2011,159716
phl,2012,343630
phl,2013,335320
phl,2014,247917
phl,2015,325707
phl,2016,348372
phl,2017,633860
phl,2018,525270
plw,2009,12
plw,2011,2
plw,2012,3
plw,2013,1
plw,2014,1
plw,2016,4
png,1978,1000
png,1979,1000
png,1980,1000
png,1981,150
png,1982,2200
png,1983,2080
png,1984,11060
png,1985,11820
png,1986,12420
png,1987,10950
png,1988,9691
png,1989,7812
png,1990,8089
png,1991,6638
png,1992,6686
png,1993,7902
png,1994,8647
png,1995,9601
png,1996,10201
png,1997,8198
png,1998,8198
png,1999,6666
png,2000,7066
png,2001,5254
png,2002,5253
png,2003,8227
png,2004,7960
png,2005,10138
png,2006,10185
png,2007,10015
png,2008,10013
png,2009,10017
png,2010,9699
png,2011,9378
png,2012,9573
png,2013,9782
png,2014,9910
png,2015,9955
png,2016,9559
png,2017,10018
png,2018,10158
pol,1991,550
pol,1992,6449
pol,1993,810
pol,1994,393
pol,1995,600
pol,1996,600
pol,1997,835
pol,1998,898
pol,1999,1690
pol,2000,1048
pol,2001,1311
pol,2002,4150
pol,2003,3357
pol,2004,6039
pol,2005,6306
pol,2006,8838
pol,2007,16068
pol,2008,18016
pol,2009,18587
pol,2010,18444
pol,2011,19496
pol,2012,29126
pol,2013,29414
pol,2014,29251
pol,2015,28195
pol,2016,26003
pol,2017,25888
pol,2018,26304
prk,2015,16
prt,1975,150
prt,1977,7500
prt,1978,7500
prt,1979,7600
prt,1980,7600
prt,1981,7600
prt,1982,7600
prt,1983,700
prt,1984,600
prt,1985,700
prt,1986,800
prt,1987,800
prt,1988,789
prt,1989,657
prt,1990,867
prt,1991,998
prt,1992,1778
prt,1993,600
prt,1994,248
prt,1995,248
prt,1996,315
prt,1997,319
prt,1998,339
prt,1999,1414
prt,2000,450
prt,2001,449
prt,2002,462
prt,2003,418
prt,2004,377
prt,2005,363
prt,2006,333
prt,2007,353
prt,2008,676
prt,2009,439
prt,2010,487
prt,2011,653
prt,2012,1233
prt,2013,1357
prt,2014,1057
prt,2015,1447
prt,2016,2066
prt,2017,1636
prt,2018,2189
pry,1969,4000
pry,1970,1500
pry,1971,1500
pry,1972,1400
pry,1974,1160
pry,1977,1500
pry,1978,1500
pry,1979,1200
pry,1980,800
pry,1981,800
pry,1982,50
pry,1983,50
pry,1985,80
pry,1986,60
pry,1987,50
pry,1988,50
pry,1989,50
pry,1990,66
pry,1991,66
pry,1992,45
pry,1993,54
pry,1994,62
pry,1995,60
pry,1996,53
pry,1997,47
pry,1998,32
pry,1999,19
pry,2000,23
pry,2001,33
pry,2002,25
pry,2003,32
pry,2004,47
pry,2005,58
pry,2006,61
pry,2007,76
pry,2008,79
pry,2009,93
pry,2010,115
pry,2011,133
pry,2012,143
pry,2013,137
pry,2014,167
pry,2015,214
pry,2016,237
pry,2017,260
pry,2018,1389
pse,2000,2
qat,1980,200
qat,1981,200
qat,1982,200
qat,1983,200
qat,1984,200
qat,1985,200
qat,1999,6
qat,2000,35
qat,2001,79
qat,2002,69
qat,2003,96
qat,2004,6070
qat,2005,74
qat,2006,81
qat,2007,90
qat,2008,1250
qat,2009,1237
qat,2010,1267
qat,2011,1329
qat,2012,1337
qat,2013,1341
qat,2014,1421
qat,2015,1450
qat,2016,1519
qat,2017,1510
qat,2018,1475
rou,1977,1000
rou,1978,1000
rou,1979,1000
rou,1980,1000
rou,1981,1000
rou,1982,1000
rou,1983,1000
rou,1984,1000
rou,1991,651
rou,1992,830
rou,1993,1170
rou,1994,1170
rou,1995,195
rou,1996,269
rou,1997,640
rou,1998,989
rou,1999,1610
rou,2000,1685
rou,2001,1805
rou,2002,1897
rou,2003,2323
rou,2004,2237
rou,2005,2720
rou,2006,2058
rou,2007,2180
rou,2008,2152
rou,2009,1773
rou,2010,1730
rou,2011,2158
rou,2012,1620
rou,2013,2217
rou,2014,2874
rou,2015,3295
rou,2016,3228
rou,2017,5628
rou,2018,5772
rus,1993,120
rus,1994,90901
rus,1995,128119
rus,1996,408087
rus,1997,1531721
rus,1998,1129503
rus,1999,1453534
rus,2000,1341610
rus,2001,1139605
rus,2002,971969
rus,2003,805818
rus,2004,664772
rus,2005,483097
rus,2006,452485
rus,2007,249404
rus,2008,147916
rus,2009,137447
rus,2010,132555
rus,2011,221763
rus,2012,191109
rus,2013,189979
rus,2014,354497
rus,2015,418417
rus,2016,322805
rus,2017,210315
rus,2018,154385
rwa,1965,4000
rwa,1966,250
rwa,1972,4000
rwa,1973,6500
rwa,1974,6000
rwa,1975,7400
rwa,1976,7500
rwa,1977,7500
rwa,1978,7670
rwa,1979,8300
rwa,1980,10760
rwa,1981,18200
rwa,1982,62000
rwa,1983,52630
rwa,1984,291130
rwa,1985,48610
rwa,1986,19400
rwa,1987,19470
rwa,1988,75202
rwa,1989,23370
rwa,1990,23921
rwa,1991,34594
rwa,1992,34842
rwa,1993,277000
rwa,1994,306000
rwa,1995,9194
rwa,1996,25257
rwa,1997,61709
rwa,1998,660499
rwa,1999,671460
rwa,2000,37216
rwa,2001,36530
rwa,2002,41550
rwa,2003,39740
rwa,2004,54059
rwa,2005,64356
rwa,2006,53752
rwa,2007,56350
rwa,2008,55463
rwa,2009,57103
rwa,2010,55690
rwa,2011,55625
rwa,2012,59781
rwa,2013,73687
rwa,2014,74337
rwa,2015,146130
rwa,2016,158167
rwa,2017,191375
rwa,2018,152578
sau,1974,100
sau,1979,100000
sau,1980,100000
sau,1981,65000
sau,1982,59000
sau,1983,59000
sau,1984,135500
sau,1985,130000
sau,1986,202100
sau,1991,35961
sau,1992,29180
sau,1993,24025
sau,1994,17965
sau,1995,13689
sau,1996,9892
sau,1997,5833
sau,1998,5625
sau,1999,5664
sau,2000,5548
sau,2001,245742
sau,2002,245522
sau,2003,245455
sau,2004,241215
sau,2005,310997
sau,2006,311169
sau,2007,311051
sau,2008,310895
sau,2009,70679
sau,2010,70669
sau,2011,70854
sau,2012,71026
sau,2013,70658
sau,2014,70717
sau,2015,70221
sau,2016,70190
sau,2017,70222
sau,2018,72420
sdn,1967,33000
sdn,1968,38300
sdn,1969,38300
sdn,1970,61200
sdn,1971,61140
sdn,1972,57610
sdn,1973,50900
sdn,1974,53700
sdn,1975,95500
sdn,1976,110100
sdn,1977,151100
sdn,1978,270090
sdn,1979,372700
sdn,1980,494000
sdn,1981,561160
sdn,1982,673000
sdn,1983,690000
sdn,1984,1007910
sdn,1985,1351170
sdn,1986,1164000
sdn,1987,902460
sdn,1988,828500
sdn,1989,788119
sdn,1990,1031050
sdn,1991,828450
sdn,1992,804100
sdn,1993,764500
sdn,1994,749700
sdn,1995,702639
sdn,1996,417266
sdn,1997,382484
sdn,1998,405088
sdn,1999,392579
sdn,2000,471054
sdn,2001,391360
sdn,2002,371016
sdn,2003,170418
sdn,2004,855554
sdn,2005,1029748
sdn,2006,1580819
sdn,2007,1564884
sdn,2008,1409700
sdn,2009,1394167
sdn,2010,1951521
sdn,2011,2848173
sdn,2012,2130665
sdn,2013,2071296
sdn,2014,2485690
sdn,2015,3696478
sdn,2016,2666834
sdn,2017,3323600
sdn,2018,2965615
sen,1963,6000
sen,1964,30000
sen,1965,50000
sen,1966,61400
sen,1967,61970
sen,1968,61890
sen,1969,68400
sen,1970,68400
sen,1971,80000
sen,1972,82050
sen,1973,84000
sen,1974,90000
sen,1975,86000
sen,1976,47000
sen,1977,5000
sen,1978,5000
sen,1979,5000
sen,1980,5000
sen,1981,4000
sen,1982,5250
sen,1983,5140
sen,1984,5200
sen,1985,5500
sen,1986,5510
sen,1987,5180
sen,1988,5203
sen,1989,53345
sen,1990,58163
sen,1991,73308
sen,1992,72110
sen,1993,74012
sen,1994,73025
sen,1995,68827
sen,1996,66863
sen,1997,62261
sen,1998,66823
sen,1999,25726
sen,2000,23071
sen,2001,23348
sen,2002,22649
sen,2003,23005
sen,2004,23242
sen,2005,23353
sen,2006,23244
sen,2007,23036
sen,2008,42937
sen,2009,36962
sen,2010,24250
sen,2011,24275
sen,2012,22793
sen,2013,16729
sen,2014,17188
sen,2015,17512
sen,2016,17804
sen,2017,17989
sen,2018,16028
serbia_kosovo,1965,25820
serbia_kosovo,1966,26100
serbia_kosovo,1967,26210
serbia_kosovo,1968,26270
serbia_kosovo,1969,26120
serbia_kosovo,1970,26120
serbia_kosovo,1971,24000
serbia_kosovo,1972,26700
serbia_kosovo,1973,26290
serbia_kosovo,1974,26300
serbia_kosovo,1975,26300
serbia_kosovo,1976,26000
serbia_kosovo,1977,2000
serbia_kosovo,1978,1970
serbia_kosovo,1979,1970
serbia_kosovo,1980,1970
serbia_kosovo,1981,1920
serbia_kosovo,1982,2030
serbia_kosovo,1983,2020
serbia_kosovo,1984,3150
serbia_kosovo,1985,3790
serbia_kosovo,1986,2180
serbia_kosovo,1987,1400
serbia_kosovo,1988,850
serbia_kosovo,1989,1385
serbia_kosovo,1990,1160
serbia_kosovo,1991,737
serbia_kosovo,1992,516430
serbia_kosovo,1993,479111
serbia_kosovo,1994,450717
serbia_kosovo,1995,651216
serbia_kosovo,1996,564847
serbia_kosovo,1997,556922
serbia_kosovo,1998,876906
serbia_kosovo,1999,808684
serbia_kosovo,2000,858334
serbia_kosovo,2001,851867
serbia_kosovo,2002,744159
serbia_kosovo,2003,650694
serbia_kosovo,2004,627555
serbia_kosovo,2005,486938
serbia_kosovo,2006,416764
serbia_kosovo,2007,327571
serbia_kosovo,2008,340929
serbia_kosovo,2009,329347
serbia_kosovo,2010,312627
serbia_kosovo,2011,309391
serbia_kosovo,2012,304567
serbia_kosovo,2013,291139
serbia_kosovo,2014,254157
serbia_kosovo,2015,258746
serbia_kosovo,2016,259141
serbia_kosovo,2017,51325
serbia_kosovo,2018,232694
sgp,1978,730
sgp,1979,900
sgp,1981,6140
sgp,1982,480
sgp,1983,290
sgp,1986,110
sgp,1987,480
sgp,1988,320
sgp,1989,480
sgp,1990,151
sgp,1991,167
sgp,1992,115
sgp,1993,27
sgp,1994,12
sgp,1995,113
sgp,1996,112
sgp,1997,5
sgp,1998,5
sgp,1999,4
sgp,2001,4
sgp,2002,4
sgp,2003,3
sgp,2004,4
sgp,2005,4
sgp,2006,11
sgp,2007,34
sgp,2008,10
sgp,2009,7
sgp,2010,7
sgp,2011,3
sgp,2012,3
sgp,2013,3
sgp,2014,5
sgp,2015,1
sgp,2016,1
sgp,2018,1303
slb,1995,2000
slb,1996,2000
slb,1997,800
slb,1998,210
slb,2012,3
slb,2013,3
slb,2014,3
slb,2015,3
sle,1969,500
sle,1976,170
sle,1977,150
sle,1978,50
sle,1979,60
sle,1982,120
sle,1983,150
sle,1984,180
sle,1985,160
sle,1986,170
sle,1987,150
sle,1988,60
sle,1990,125830
sle,1991,125836
sle,1992,5976
sle,1993,548280
sle,1994,798174
sle,1995,661839
sle,1996,668132
sle,1997,683511
sle,1998,680509
sle,1999,507699
sle,2000,507005
sle,2001,10775
sle,2002,63771
sle,2003,61335
sle,2004,80350
sle,2005,66344
sle,2006,60688
sle,2007,26361
sle,2008,9296
sle,2009,9328
sle,2010,8611
sle,2011,8232
sle,2012,5303
sle,2013,2881
sle,2014,1387
sle,2015,777
sle,2016,690
sle,2017,678
sle,2018,591
slv,1972,100
slv,1979,250
slv,1980,450
slv,1985,210
slv,1986,310
slv,1987,300
slv,1988,20600
slv,1989,20730
slv,1990,20450
slv,1991,20299
slv,1992,20023
slv,1993,174
slv,1994,164
slv,1995,178
slv,1996,151
slv,1997,109
slv,1998,33
slv,1999,24
slv,2000,71
slv,2001,74
slv,2002,82
slv,2003,249
slv,2004,236
slv,2005,94
slv,2006,39
slv,2007,44
slv,2008,32
slv,2009,88
slv,2010,56
slv,2011,43
slv,2012,45
slv,2013,49
slv,2014,36
slv,2015,10149
slv,2016,9846
slv,2017,75734
slv,2018,76245
som,1977,500000
som,1978,608880
som,1979,1175190
som,1980,2000000
som,1981,700000
som,1982,700000
som,1983,700000
som,1984,701300
som,1985,812000
som,1986,804430
som,1987,870330
som,1988,835850
som,1989,774330
som,1990,460000
som,1992,480
som,1993,399
som,1994,390
som,1995,626
som,1996,200743
som,1997,250631
som,1998,51980
som,1999,337
som,2000,18584
som,2001,649
som,2002,567
som,2003,565
som,2004,691
som,2005,400591
som,2006,401890
som,2007,1009610
som,2008,1288288
som,2009,1576483
som,2010,1489828
som,2011,1364971
som,2012,1154047
som,2013,1250084
som,2014,1157804
som,2015,1156287
som,2016,1587052
som,2017,2187560
som,2018,2768998
ssd,2011,665272
ssd,2012,548286
ssd,2013,560728
ssd,2014,2096686
ssd,2015,2056299
ssd,2016,2883717
ssd,2017,2202133
ssd,2018,2318676
sur,1992,52
sur,1993,52
sur,1994,50
sur,1997,11
sur,2007,1
sur,2008,1
sur,2009,1
sur,2010,8
sur,2011,3
sur,2012,3
sur,2014,2
sur,2015,5
sur,2016,48
sur,2017,95
sur,2018,242
svk,1993,1521
svk,1994,167
svk,1995,2343
svk,1996,2584
svk,1997,769
svk,1998,424
svk,1999,536
svk,2000,853
svk,2001,3642
svk,2002,4953
svk,2003,5079
svk,2004,3334
svk,2005,3075
svk,2006,3019
svk,2007,1774
svk,2008,1536
svk,2009,1628
svk,2010,1639
svk,2011,840
svk,2012,2448
svk,2013,2562
svk,2014,2673
svk,2015,2604
svk,2016,2596
svk,2017,2448
svk,2018,2448
svn,1992,113760
svn,1993,45000
svn,1994,29156
svn,1995,22322
svn,1996,13011
svn,1997,7935
svn,1998,16146
svn,1999,18709
svn,2000,16931
svn,2001,8002
svn,2002,2450
svn,2003,3818
svn,2004,1413
svn,2005,1151
svn,2006,4872
svn,2007,4484
svn,2008,4491
svn,2009,4511
svn,2010,4554
svn,2011,262
svn,2012,311
svn,2013,249
svn,2014,349
svn,2015,403
svn,2016,785
svn,2017,847
svn,2018,942
swe,1951,44000
swe,1952,42000
swe,1953,37000
swe,1954,33000
swe,1955,28000
swe,1956,31000
swe,1957,33000
swe,1958,31000
swe,1959,28000
swe,1960,26000
swe,1961,26000
swe,1962,26000
swe,1963,26000
swe,1964,24000
swe,1965,22000
swe,1966,20000
swe,1967,18000
swe,1968,17000
swe,1969,17000
swe,1970,20000
swe,1971,20000
swe,1972,20000
swe,1973,20000
swe,1974,20000
swe,1975,20000
swe,1976,20000
swe,1977,20000
swe,1978,20000
swe,1979,20000
swe,1980,20000
swe,1981,20000
swe,1982,20000
swe,1983,43000
swe,1984,90600
swe,1985,90600
swe,1986,120000
swe,1987,130000
swe,1988,139783
swe,1989,139783
swe,1990,109663
swe,1991,124470
swe,1992,131073
swe,1993,162403
swe,1994,200791
swe,1995,199227
swe,1996,191463
swe,1997,187495
swe,1998,179137
swe,1999,161151
swe,2000,169453
swe,2001,164478
swe,2002,178113
swe,2003,149500
swe,2004,102017
swe,2005,96402
swe,2006,103442
swe,2007,108484
swe,2008,107730
swe,2009,110374
swe,2010,110809
swe,2011,117399
swe,2012,127871
swe,2013,163999
swe,2014,226168
swe,2015,357629
swe,2016,349303
swe,2017,327604
swe,2018,317688
swz,1970,135
swz,1971,50
swz,1972,80
swz,1973,100
swz,1974,50
swz,1975,50
swz,1976,80
swz,1977,135
swz,1978,720
swz,1979,5250
swz,1980,5470
swz,1981,5610
swz,1982,7350
swz,1983,6320
swz,1984,8980
swz,1985,10770
swz,1986,12130
swz,1987,14550
swz,1988,29430
swz,1989,34908
swz,1990,42074
swz,1991,50189
swz,1992,55580
swz,1993,54218
swz,1994,12247
swz,1995,737
swz,1996,759
swz,1997,595
swz,1998,592
swz,1999,616
swz,2000,690
swz,2001,1052
swz,2002,1021
swz,2003,1015
swz,2004,1010
swz,2005,1016
swz,2006,1010
swz,2007,1042
swz,2008,1221
swz,2009,1374
swz,2010,759
swz,2011,760
swz,2012,927
swz,2013,1045
swz,2014,799
swz,2015,967
swz,2016,1116
swz,2017,1317
swz,2018,1593
sxm,2010,4
sxm,2011,3
sxm,2012,7
sxm,2013,4
sxm,2014,8
sxm,2015,11
sxm,2016,10
sxm,2017,5
sxm,2018,5
syc,2016,2
syr,1978,170
syr,1979,200
syr,1980,350
syr,1981,1050
syr,1982,29070
syr,1983,40490
syr,1984,34230
syr,1985,48750
syr,1986,1330
syr,1988,280
syr,1990,4125
syr,1991,4210
syr,1992,6310
syr,1993,38715
syr,1994,40346
syr,1995,36245
syr,1996,27798
syr,1997,22704
syr,1998,21027
syr,1999,8595
syr,2000,6117
syr,2001,4179
syr,2002,3909
syr,2003,10027
syr,2004,316429
syr,2005,327988
syr,2006,1007423
syr,2007,1854653
syr,2008,1412103
syr,2009,1375763
syr,2010,1308112
syr,2011,1016511
syr,2012,2773166
syr,2013,6878441
syr,2014,7949617
syr,2015,6754318
syr,2016,7131909
syr,2017,7033083
syr,2018,6600173
tca,2012,22
tca,2013,10
tca,2014,8
tca,2015,4
tca,2016,4
tcd,1992,70
tcd,1993,70
tcd,1994,109
tcd,1995,103
tcd,1996,100
tcd,1997,302
tcd,1998,8817
tcd,1999,23480
tcd,2000,18257
tcd,2001,18579
tcd,2002,34613
tcd,2003,146659
tcd,2004,259893
tcd,2005,275480
tcd,2006,408002
tcd,2007,473044
tcd,2008,556945
tcd,2009,530828
tcd,2010,533049
tcd,2011,535023
tcd,2012,518499
tcd,2013,471516
tcd,2014,517802
tcd,2015,523658
tcd,2016,604133
tcd,2017,612159
tcd,2018,663042
tgo,1961,5000
tgo,1962,5000
tgo,1963,5000
tgo,1964,5000
tgo,1965,5000
tgo,1966,5000
tgo,1969,200
tgo,1976,100
tgo,1982,200
tgo,1983,1770
tgo,1984,1800
tgo,1985,3050
tgo,1986,2610
tgo,1987,3460
tgo,1988,3422
tgo,1989,3461
tgo,1990,3527
tgo,1991,3476
tgo,1992,3353
tgo,1993,3280
tgo,1994,12377
tgo,1995,10878
tgo,1996,12591
tgo,1997,12683
tgo,1998,12895
tgo,1999,12114
tgo,2000,12302
tgo,2001,12335
tgo,2002,12418
tgo,2003,12738
tgo,2004,11685
tgo,2005,18719
tgo,2006,9788
tgo,2007,1469
tgo,2008,9833
tgo,2009,8695
tgo,2010,14207
tgo,2011,19716
tgo,2012,24411
tgo,2013,21706
tgo,2014,22588
tgo,2015,22806
tgo,2016,13325
tgo,2017,13157
tgo,2018,13004
tha,1975,75940
tha,1976,82870
tha,1977,97600
tha,1978,138950
tha,1979,151620
tha,1980,445360
tha,1981,195930
tha,1982,170050
tha,1983,144915
tha,1984,128703
tha,1985,132765
tha,1986,122790
tha,1987,115380
tha,1988,108069
tha,1989,101944
tha,1990,103084
tha,1991,93357
tha,1992,77170
tha,1993,132166
tha,1994,108362
tha,1995,114272
tha,1996,112676
tha,1997,172902
tha,1998,146683
tha,1999,137520
tha,2000,105351
tha,2001,111059
tha,2002,113669
tha,2003,121715
tha,2004,122188
tha,2005,149352
tha,2006,151831
tha,2007,139132
tha,2008,3625512
tha,2009,3615553
tha,2010,649430
tha,2011,608807
tha,2012,605256
tha,2013,650627
tha,2014,644761
tha,2015,560852
tha,2016,599543
tha,2017,593186
tha,2018,582070
tjk,1992,3000
tjk,1993,520300
tjk,1994,16695
tjk,1995,17370
tjk,1996,26457
tjk,1997,2174
tjk,1998,14420
tjk,1999,4541
tjk,2000,15597
tjk,2001,15725
tjk,2002,15621
tjk,2003,3889
tjk,2004,2357
tjk,2005,1065
tjk,2006,1405
tjk,2007,1554
tjk,2008,2109
tjk,2009,6838
tjk,2010,7125
tjk,2011,7702
tjk,2012,6693
tjk,2013,5724
tjk,2014,3643
tjk,2015,21881
tjk,2016,20281
tjk,2017,13456
tjk,2018,7580
tkm,1993,15400
tkm,1994,15400
tkm,1995,23323
tkm,1996,22675
tkm,1997,17787
tkm,1998,17135
tkm,1999,20801
tkm,2000,15104
tkm,2001,14857
tkm,2002,14093
tkm,2003,13678
tkm,2004,13506
tkm,2005,12010
tkm,2006,760
tkm,2007,8644
tkm,2008,8587
tkm,2009,12066
tkm,2010,20062
tkm,2011,11062
tkm,2012,8993
tkm,2013,8365
tkm,2014,7577
tkm,2015,7158
tkm,2016,5771
tkm,2017,3873
tkm,2018,4735
tls,2000,5000
tls,2001,8
tls,2002,5
tls,2003,467
tls,2004,13
tls,2005,13
tls,2006,166964
tls,2007,72595
tls,2008,15877
tls,2009,11
tls,2010,5
tls,2011,2
tls,2012,1
tls,2013,2
tls,2014,6
tls,2015,6
tls,2016,2
ton,2010,3
ton,2011,3
ton,2012,3
ton,2013,3
tto,2007,125
tto,2008,132
tto,2009,233
tto,2010,131
tto,2011,42
tto,2012,25
tto,2013,62
tto,2014,170
tto,2015,201
tto,2016,328
tto,2017,2249
tto,2018,42552
tun,1951,2000
tun,1954,2000
tun,1958,1000
tun,1959,1000
tun,1960,1000
tun,1961,1000
tun,1962,1000
tun,1963,1000
tun,1964,1000
tun,1965,500
tun,1968,1000
tun,1971,100
tun,1973,70
tun,1990,30
tun,1991,130
tun,1992,111
tun,1993,99
tun,1994,19
tun,1995,202
tun,1996,231
tun,1997,506
tun,1998,532
tun,1999,457
tun,2000,449
tun,2001,115
tun,2002,113
tun,2003,106
tun,2004,102
tun,2005,113
tun,2006,162
tun,2007,155
tun,2008,147
tun,2009,128
tun,2010,115
tun,2011,153604
tun,2012,2831
tun,2013,1094
tun,2014,1152
tun,2015,758
tun,2016,690
tun,2017,737
tun,2018,1289
tur,1951,2700
tur,1952,2000
tur,1953,2000
tur,1954,2500
tur,1955,2200
tur,1956,2100
tur,1957,2200
tur,1958,2150
tur,1959,2150
tur,1960,2200
tur,1961,2300
tur,1962,2300
tur,1963,2300
tur,1964,2300
tur,1965,2000
tur,1966,1900
tur,1967,1850
tur,1968,1980
tur,1969,1400
tur,1970,1170
tur,1971,1150
tur,1972,1160
tur,1973,1160
tur,1974,1060
tur,1975,1060
tur,1976,1060
tur,1977,1050
tur,1978,1070
tur,1979,1060
tur,1980,6100
tur,1981,1180
tur,1982,1670
tur,1983,1320
tur,1984,2600
tur,1985,1790
tur,1986,1920
tur,1987,2200
tur,1988,4450
tur,1989,33727
tur,1990,28330
tur,1991,30462
tur,1992,45817
tur,1993,23267
tur,1994,26192
tur,1995,12932
tur,1996,9838
tur,1997,3218
tur,1998,3931
tur,1999,22019
tur,2000,8566
tur,2001,7681
tur,2002,6113
tur,2003,6143
tur,2004,7065
tur,2005,8705
tur,2006,9184
tur,2007,12452
tur,2008,21740
tur,2009,19739
tur,2010,17833
tur,2011,36000
tur,2012,360733
tur,2013,804372
tur,2014,1694971
tur,2015,2754540
tur,2016,3116156
tur,2017,3789280
tur,2018,3993457
tza,1961,12000
tza,1962,12000
tza,1963,12000
tza,1964,25000
tza,1965,31000
tza,1966,36150
tza,1967,39950
tza,1968,46050
tza,1969,55150
tza,1970,71700
tza,1971,71530
tza,1972,165000
tza,1973,181070
tza,1974,200290
tza,1975,208060
tza,1976,157470
tza,1977,164610
tza,1978,160960
tza,1979,164030
tza,1980,159610
tza,1981,164180
tza,1982,158960
tza,1983,180100
tza,1984,179910
tza,1985,215790
tza,1986,223500
tza,1987,266200
tza,1988,265234
tza,1989,265128
tza,1990,265254
tza,1991,294093
tza,1992,299588
tza,1993,596296
tza,1994,1378636
tza,1995,843878
tza,1996,1008760
tza,1997,681141
tza,1998,613902
tza,1999,634575
tza,2000,711014
tza,2001,700890
tza,2002,764312
tza,2003,734693
tza,2004,691415
tza,2005,630650
tza,2006,552184
tza,2007,503814
tza,2008,432993
tza,2009,305199
tza,2010,273802
tza,2011,294645
tza,2012,299064
tza,2013,265270
tza,2014,252400
tza,2015,382625
tza,2016,462363
tza,2017,521281
tza,2018,337005
uga,1961,52000
uga,1962,52000
uga,1963,59000
uga,1964,113000
uga,1965,154400
uga,1966,157000
uga,1967,162760
uga,1968,175730
uga,1969,177650
uga,1970,180370
uga,1971,182560
uga,1972,184900
uga,1973,168250
uga,1974,118610
uga,1975,112630
uga,1976,113130
uga,1977,113570
uga,1978,113680
uga,1979,112680
uga,1980,113000
uga,1981,120230
uga,1982,113000
uga,1983,132970
uga,1984,151060
uga,1985,151000
uga,1986,144060
uga,1987,88670
uga,1988,103102
uga,1989,129961
uga,1990,145778
uga,1991,162651
uga,1992,211640
uga,1993,286500
uga,1994,496500
uga,1995,329125
uga,1996,264540
uga,1997,274772
uga,1998,218461
uga,1999,219416
uga,2000,239367
uga,2001,200395
uga,2002,217887
uga,2003,231808
uga,2004,254968
uga,2005,260701
uga,2006,2169910
uga,2007,2126460
uga,2008,1694211
uga,2009,1054694
uga,2010,594380
uga,2011,298253
uga,2012,251813
uga,2013,295789
uga,2014,606606
uga,2015,699813
uga,2016,1162738
uga,2017,1575123
uga,2018,1370890
ukr,1994,5229
ukr,1995,5197
ukr,1996,3591
ukr,1997,39564
ukr,1998,111823
ukr,1999,263744
ukr,2000,264180
ukr,2001,9742
ukr,2002,17693
ukr,2003,89068
ukr,2004,84875
ukr,2005,76860
ukr,2006,73460
ukr,2007,67290
ukr,2008,64860
ukr,2009,65904
ukr,2010,46360
ukr,2011,46625
ukr,2012,42904
ukr,2013,41720
ukr,2014,867463
ukr,2015,1645013
ukr,2016,1845238
ukr,2017,1844726
