origin,time,displaced_population
pse,1985,31642
pse,1986,52704
pse,1987,2004
pse,1988,5014
pse,1989,8041
pse,1990,8521
pse,1991,65177
pse,1992,95343
pse,1993,81474
pse,1994,82578
pse,1995,72771
pse,1996,80242
pse,1997,88821
pse,1998,89534
pse,1999,110604
pse,2000,117187
pse,2001,356055
pse,2002,435794
pse,2003,357654
pse,2004,356895
pse,2005,356742
pse,2006,341531
pse,2007,343680
pse,2008,342681
pse,2009,97702
pse,2010,96545
pse,2011,95930
pse,2012,97356
pse,2013,102757
pse,2014,104049
pse,2015,104786
pse,2016,105979
pse,2017,110120
pse,2018,115591
pyf,2003,1
pyf,2005,1
pyf,2006,1
qat,1994,49
qat,1995,30
qat,1996,18
qat,1997,19
qat,1998,23
qat,1999,8
qat,2000,31
qat,2001,31
qat,2002,39
qat,2003,31
qat,2004,14
qat,2005,18
qat,2006,58
qat,2007,64
qat,2008,74
qat,2009,73
qat,2010,119
qat,2011,102
qat,2012,130
qat,2013,22
qat,2014,30
qat,2015,34
qat,2016,52
qat,2017,64
qat,2018,63
rou,1970,100
rou,1971,60
rou,1972,90
rou,1973,90
rou,1974,70
rou,1975,70
rou,1978,60
rou,1980,772
rou,1981,854
rou,1982,1157
rou,1983,1211
rou,1984,962
rou,1985,2401
rou,1986,1024
rou,1987,1890
rou,1988,20247
rou,1989,45978
rou,1990,51472
rou,1991,27327
rou,1992,25118
rou,1993,23572
rou,1994,22282
rou,1995,16980
rou,1996,11899
rou,1997,8951
rou,1998,10921
rou,1999,8558
rou,2000,9814
rou,2001,8861
rou,2002,11144
rou,2003,10556
rou,2004,7383
rou,2005,12631
rou,2006,8554
rou,2007,5872
rou,2008,5148
rou,2009,4779
rou,2010,4260
rou,2011,3901
rou,2012,3424
rou,2013,3487
rou,2014,2975
rou,2015,3113
rou,2016,3699
rou,2017,4465
rou,2018,5400
rus,1964,120
rus,1966,17970
rus,1970,170
rus,1971,160
rus,1972,150
rus,1973,110
rus,1974,80
rus,1975,70
rus,1976,60
rus,1977,50
rus,1978,50
rus,1980,10821
rus,1981,11562
rus,1982,11569
rus,1983,11574
rus,1984,11577
rus,1985,11582
rus,1986,10226
rus,1987,8683
rus,1988,33636
rus,1989,68496
rus,1990,117736
rus,1991,155576
rus,1992,213802
rus,1993,243313
rus,1994,342197
rus,1995,335035
rus,1996,335052
rus,1997,1492105
rus,1998,1153119
rus,1999,1280351
rus,2000,1253385
rus,2001,1063772
rus,2002,951490
rus,2003,796084
rus,2004,667566
rus,2005,423015
rus,2006,471690
rus,2007,301792
rus,2008,211753
rus,2009,203911
rus,2010,198896
rus,2011,164530
rus,2012,136419
rus,2013,109877
rus,2014,98371
rus,2015,94544
rus,2016,97810
rus,2017,100235
rus,2018,104716
rwa,1961,147000
rwa,1962,147000
rwa,1963,154000
rwa,1964,166300
rwa,1965,162700
rwa,1966,160300
rwa,1967,160230
rwa,1968,160100
rwa,1969,161680
rwa,1970,146310
rwa,1971,141970
rwa,1972,153990
rwa,1973,164195
rwa,1974,178590
rwa,1975,175770
rwa,1976,176840
rwa,1977,169780
rwa,1978,175110
rwa,1979,176540
rwa,1980,286651
rwa,1981,284221
rwa,1982,328111
rwa,1983,321761
rwa,1984,357111
rwa,1985,378951
rwa,1986,371911
rwa,1987,353441
rwa,1988,327539
rwa,1989,319501
rwa,1990,361322
rwa,1991,431240
rwa,1992,434876
rwa,1993,450769
rwa,1994,3765578
rwa,1995,2060064
rwa,1996,1879918
rwa,1997,310334
rwa,1998,717785
rwa,1999,755358
rwa,2000,170129
rwa,2001,132085
rwa,2002,124944
rwa,2003,108705
rwa,2004,83189
rwa,2005,125998
rwa,2006,107568
rwa,2007,98711
rwa,2008,90431
rwa,2009,154518
rwa,2010,136749
rwa,2011,124613
rwa,2012,119014
rwa,2013,104242
rwa,2014,100081
rwa,2015,308170
rwa,2016,309891
rwa,2017,296529
rwa,2018,279256
sau,1993,7
sau,1994,183
sau,1995,260
sau,1996,242
sau,1997,358
sau,1998,362
sau,1999,233
sau,2000,129
sau,2001,188
sau,2002,220
sau,2003,339
sau,2004,301
sau,2005,222
sau,2006,671
sau,2007,797
sau,2008,751
sau,2009,690
sau,2010,747
sau,2011,857
sau,2012,968
sau,2013,806
sau,2014,1033
sau,2015,1286
sau,2016,1945
sau,2017,2421
sau,2018,2898
sdn,1963,13000
sdn,1964,20300
sdn,1965,81560
sdn,1966,116000
sdn,1967,120990
sdn,1968,177500
sdn,1969,171000
sdn,1970,173260
sdn,1971,174270
sdn,1972,213380
sdn,1973,132930
sdn,1974,12150
sdn,1975,11000
sdn,1976,10600
sdn,1977,10850
sdn,1978,10850
sdn,1979,10850
sdn,1980,10852
sdn,1981,5482
sdn,1982,5352
sdn,1983,31002
sdn,1984,180062
sdn,1985,181255
sdn,1986,132759
sdn,1987,253216
sdn,1988,348630
sdn,1989,438899
sdn,1990,542438
sdn,1991,566242
sdn,1992,271897
sdn,1993,401518
sdn,1994,405138
sdn,1995,445310
sdn,1996,476422
sdn,1997,433928
sdn,1998,395122
sdn,1999,489128
sdn,2000,513744
sdn,2001,514961
sdn,2002,523276
sdn,2003,613059
sdn,2004,1405202
sdn,2005,1567581
sdn,2006,2082413
sdn,2007,2007976
sdn,2008,1749986
sdn,2009,1619296
sdn,2010,2185171
sdn,2011,3283398
sdn,2012,2574830
sdn,2013,2587056
sdn,2014,2909808
sdn,2015,4080416
sdn,2016,2960423
sdn,2017,3141656
sdn,2018,2658127
sen,1988,5
sen,1989,15006
sen,1990,60006
sen,1991,25138
sen,1992,16176
sen,1993,23699
sen,1994,25622
sen,1995,17592
sen,1996,17633
sen,1997,17163
sen,1998,9716
sen,1999,12031
sen,2000,12022
sen,2001,12259
sen,2002,12875
sen,2003,9193
sen,2004,9885
sen,2005,10521
sen,2006,16406
sen,2007,16801
sen,2008,16827
sen,2009,16938
sen,2010,17802
sen,2011,18659
sen,2012,21387
sen,2013,24529
sen,2014,31918
sen,2015,35591
sen,2016,39380
sen,2017,51725
sen,2018,35585
serbia_kosovo,1969,130
serbia_kosovo,1970,150
serbia_kosovo,1971,140
serbia_kosovo,1972,130
serbia_kosovo,1973,130
serbia_kosovo,1974,120
serbia_kosovo,1975,120
serbia_kosovo,1978,4200
serbia_kosovo,1980,270
serbia_kosovo,1981,214
serbia_kosovo,1982,177
serbia_kosovo,1983,157
serbia_kosovo,1984,91
serbia_kosovo,1985,91
serbia_kosovo,1986,72
serbia_kosovo,1987,42
serbia_kosovo,1988,99
serbia_kosovo,1989,98
serbia_kosovo,1990,1745
serbia_kosovo,1991,53323
serbia_kosovo,1992,93581
serbia_kosovo,1993,58253
serbia_kosovo,1994,55092
serbia_kosovo,1995,86612
serbia_kosovo,1996,108145
serbia_kosovo,1997,109047
serbia_kosovo,1998,452610
serbia_kosovo,1999,1273484
serbia_kosovo,2000,672985
serbia_kosovo,2001,571803
serbia_kosovo,2002,706576
serbia_kosovo,2003,664636
serbia_kosovo,2004,597426
serbia_kosovo,2005,547821
serbia_kosovo,2006,513661
serbia_kosovo,2007,409175
serbia_kosovo,2008,439373
serbia_kosovo,2009,446775
serbia_kosovo,2010,438729
serbia_kosovo,2011,416206
serbia_kosovo,2012,406945
serbia_kosovo,2013,304000
serbia_kosovo,2014,299333
serbia_kosovo,2015,312812
serbia_kosovo,2016,278910
serbia_kosovo,2017,65160
serbia_kosovo,2018,241194
sgp,1988,8
sgp,1989,3
sgp,1992,1
sgp,1993,1
sgp,1994,9
sgp,1995,9
sgp,1996,19
sgp,1997,22
sgp,1998,23
sgp,1999,25
sgp,2000,40
sgp,2001,35
sgp,2002,60
sgp,2003,58
sgp,2004,53
sgp,2005,67
sgp,2006,124
sgp,2007,135
sgp,2008,125
sgp,2009,93
sgp,2010,89
sgp,2011,90
sgp,2012,98
sgp,2013,99
sgp,2014,97
sgp,2015,104
sgp,2016,96
sgp,2017,99
sgp,2018,99
sjm,2015,1
slb,1995,34
slb,1996,34
slb,1997,34
slb,1998,34
slb,1999,34
slb,2000,57
slb,2001,55
slb,2002,58
slb,2003,71
slb,2004,71
slb,2005,38
slb,2006,65
slb,2007,70
slb,2008,52
slb,2009,66
slb,2010,75
slb,2011,76
slb,2012,68
slb,2013,72
slb,2014,91
slb,2015,108
slb,2016,149
slb,2017,163
slb,2018,178
sle,1988,8
sle,1989,9
sle,1990,9
sle,1991,142614
sle,1992,266572
sle,1993,846072
sle,1994,1057415
sle,1995,1034095
sle,1996,1030208
sle,1997,1001127
sle,1998,1270718
sle,1999,993563
sle,2000,950606
sle,2001,280521
sle,2002,224928
sle,2003,110753
sle,2004,76205
sle,2005,46637
sle,2006,48636
sle,2007,37157
sle,2008,35480
sle,2009,23249
sle,2010,14543
sle,2011,11073
sle,2012,10135
sle,2013,9266
sle,2014,9688
sle,2015,9888
sle,2016,10838
sle,2017,11058
sle,2018,12143
slv,1980,91630
slv,1981,304860
slv,1982,242720
slv,1983,245100
slv,1984,245410
slv,1985,181224
slv,1986,172054
slv,1987,173504
slv,1988,169873
slv,1989,42732
slv,1990,38309
slv,1991,35599
slv,1992,33766
slv,1993,26770
slv,1994,31164
slv,1995,23726
slv,1996,20869
slv,1997,17256
slv,1998,12665
slv,1999,12440
slv,2000,185164
slv,2001,172139
slv,2002,158219
slv,2003,134323
slv,2004,96269
slv,2005,49486
slv,2006,35171
slv,2007,24637
slv,2008,16311
slv,2009,14802
slv,2010,6531
slv,2011,8356
slv,2012,9819
slv,2013,20906
slv,2014,29006
slv,2015,56332
slv,2016,91581
slv,2017,206469
slv,2018,250584
smr,1997,2
smr,1998,4
smr,1999,4
smr,2000,6
smr,2001,1
smr,2002,3
smr,2003,2
smr,2004,1
smr,2005,4
smr,2006,4
smr,2007,3
smr,2008,2
smr,2009,2
smr,2010,2
smr,2011,1
smr,2012,1
smr,2013,1
smr,2014,1
smr,2015,2
smr,2016,2
som,1975,110
som,1976,50
som,1977,60
som,1978,90
som,1979,90
som,1980,134
som,1981,34
som,1982,118
som,1983,39
som,1984,639
som,1985,1830
som,1986,3142
som,1987,60162
som,1988,351993
som,1989,360309
som,1990,490364
som,1991,733024
som,1992,817113
som,1993,641230
som,1994,692600
som,1995,681807
som,1996,838785
som,1997,927435
som,1998,678583
som,1999,552564
som,2000,553581
som,2001,509664
som,2002,480326
som,2003,429387
som,2004,429908
som,2005,839997
som,2006,889903
som,2007,1476006
som,2008,1860374
som,2009,2249454
som,2010,2256807
som,2011,2465413
som,2012,2313646
som,2013,2432288
som,2014,2306072
som,2015,2351000
som,2016,2671755
som,2017,3203082
som,2018,3741101
spm,2015,1
spm,2016,2
ssd,2011,561074
ssd,2012,453598
ssd,2013,476646
ssd,2014,2465460
ssd,2015,2573451
ssd,2016,4048612
ssd,2017,4363151
ssd,2018,4322265
stateless,1980,8
stateless,1981,29
stateless,1982,32
stateless,1983,32
stateless,1984,1132
stateless,1985,45534
stateless,1986,42832
stateless,1987,37032
stateless,1988,36578
stateless,1989,37195
stateless,1990,38216
stateless,1991,38059
stateless,1992,34204
stateless,1993,28591
stateless,1994,27927
stateless,1995,26139
stateless,1996,23702
stateless,1997,178634
stateless,1998,264708
stateless,1999,423871
stateless,2000,559107
stateless,2001,263836
stateless,2002,259645
stateless,2003,223948
stateless,2004,1472915
stateless,2005,2397887
stateless,2006,5819328
stateless,2007,2953193
stateless,2008,6589277
stateless,2009,6578826
stateless,2010,3484139
stateless,2011,3497525
stateless,2012,3358667
stateless,2013,3495128
stateless,2014,3531865
stateless,2015,3743789
stateless,2016,3301618
stateless,2017,2858427
stateless,2018,2883188
stp,1985,50
stp,1990,1
stp,1991,1
stp,1992,1
stp,1993,1
stp,1994,30
stp,1995,36
stp,1996,49
stp,1997,43
stp,1998,42
stp,1999,30
stp,2000,32
stp,2001,40
stp,2002,39
stp,2003,43
stp,2004,39
stp,2005,24
stp,2006,32
stp,2007,33
stp,2008,35
stp,2009,33
stp,2010,33
stp,2011,33
stp,2012,33
stp,2013,33
stp,2014,28
stp,2015,34
stp,2016,41
stp,2017,49
stp,2018,51
sur,1989,6601
sur,1990,6620
sur,1991,6551
sur,1992,7125
sur,1993,893
sur,1994,915
sur,1995,817
sur,1996,754
sur,1997,663
sur,1998,491
sur,1999,411
sur,2000,386
sur,2001,291
sur,2002,149
sur,2003,107
sur,2004,85
sur,2005,50
sur,2006,91
sur,2007,75
sur,2008,63
sur,2009,57
sur,2010,32
sur,2011,28
sur,2012,34
sur,2013,38
sur,2014,64
sur,2015,69
sur,2016,48
sur,2017,60
sur,2018,75
svk,1994,12
svk,1995,26
svk,1996,57
svk,1997,70
svk,1998,143
svk,1999,178
svk,2000,1018
svk,2001,863
svk,2002,1301
svk,2003,1067
svk,2004,830
svk,2005,994
svk,2006,1023
svk,2007,446
svk,2008,463
svk,2009,687
svk,2010,585
svk,2011,810
svk,2012,870
svk,2013,720
svk,2014,646
svk,2015,874
svk,2016,1380
svk,2017,1608
svk,2018,1603
svn,1993,28429
svn,1994,14829
svn,1995,12860
svn,1996,3368
svn,1997,3414
svn,1998,3302
svn,1999,3295
svn,2000,3306
svn,2001,792
svn,2002,893
svn,2003,638
svn,2004,595
svn,2005,176
svn,2006,1776
svn,2007,63
svn,2008,64
svn,2009,58
svn,2010,54
svn,2011,40
svn,2012,47
svn,2013,44
svn,2014,33
svn,2015,36
svn,2016,37
svn,2017,29
svn,2018,24
swe,1994,11
swe,1995,25
swe,1996,38
swe,1997,40
swe,1998,41
swe,1999,31
swe,2000,23
swe,2001,14
swe,2002,44
swe,2003,56
swe,2004,37
swe,2005,85
swe,2006,34
swe,2007,23
swe,2008,33
swe,2009,34
swe,2010,53
swe,2011,46
swe,2012,60
swe,2013,25
swe,2014,28
swe,2015,33
swe,2016,35
swe,2017,26
swe,2018,46
swz,1993,1
swz,1994,13
swz,1995,15
swz,1996,17
swz,1997,20
swz,1998,30
swz,1999,28
swz,2000,20
swz,2001,19
swz,2002,24
swz,2003,16
swz,2004,23
swz,2005,18
swz,2006,27
swz,2007,91
swz,2008,131
swz,2009,88
swz,2010,88
swz,2011,178
swz,2012,230
swz,2013,257
swz,2014,308
swz,2015,390
swz,2016,383
swz,2017,265
swz,2018,269
syc,1983,2
syc,1984,2
syc,1985,2
syc,1986,2
syc,1987,2
syc,1988,51
syc,1989,51
syc,1990,60
syc,1991,69
syc,1992,61
syc,1993,28
syc,1994,553
syc,1995,339
syc,1996,138
syc,1997,33
syc,1998,39
syc,1999,29
syc,2000,35
syc,2001,37
syc,2002,72
syc,2003,53
syc,2004,54
syc,2005,50
syc,2006,69
syc,2007,66
syc,2008,69
syc,2009,58
syc,2010,53
syc,2011,48
syc,2012,30
syc,2013,31
syc,2014,42
syc,2015,42
syc,2016,22
syc,2017,5
syr,1968,1200
syr,1969,1200
syr,1979,500
syr,1980,502
syr,1981,504
syr,1982,6504
syr,1983,526
syr,1984,529
syr,1985,2599
syr,1986,604
syr,1987,20
syr,1988,881
syr,1989,397
syr,1990,2148
syr,1991,3037
syr,1992,4408
syr,1993,5404
syr,1994,7096
syr,1995,7994
syr,1996,8610
syr,1997,8653
syr,1998,8127
syr,1999,6695
syr,2000,9607
syr,2001,8733
syr,2002,23189
syr,2003,24371
syr,2004,25386
syr,2005,23424
syr,2006,19854
syr,2007,20582
syr,2008,21208
syr,2009,23484
syr,2010,28216
syr,2011,48497
syr,2012,2847018
syr,2013,9180330
syr,2014,11606524
syr,2015,11690998
syr,2016,12643092
syr,2017,13288309
syr,2018,13197193
tca,2002,4
tca,2003,4
tca,2004,1
tca,2005,2
tca,2006,2
tca,2007,1
tca,2008,1
tca,2009,1
tca,2010,3
tca,2011,20
tca,2012,23
tca,2013,20
tca,2014,15
tca,2015,15
tca,2016,19
tca,2017,14
tca,2018,14
tcd,1970,1900
tcd,1971,1400
tcd,1972,1500
tcd,1973,1500
tcd,1979,10000
tcd,1980,221000
tcd,1981,347400
tcd,1982,170950
tcd,1983,16804
tcd,1984,186556
tcd,1985,301608
tcd,1986,214228
tcd,1987,157068
tcd,1988,135020
tcd,1989,130784
tcd,1990,190696
tcd,1991,129689
tcd,1992,76191
tcd,1993,219272
tcd,1994,212355
tcd,1995,70012
tcd,1996,60633
tcd,1997,57636
tcd,1998,62470
tcd,1999,60927
tcd,2000,60012
tcd,2001,52996
tcd,2002,49838
tcd,2003,55201
tcd,2004,55384
tcd,2005,55960
tcd,2006,152437
tcd,2007,237356
tcd,2008,267222
tcd,2009,250439
tcd,2010,237465
tcd,2011,176857
tcd,2012,170201
tcd,2013,72674
tcd,2014,86935
tcd,2015,100266
tcd,2016,158465
tcd,2017,157675
tcd,2018,203630
tgo,1984,1
tgo,1985,5
tgo,1986,5
tgo,1987,5
tgo,1988,5
tgo,1989,6
tgo,1990,6
tgo,1991,18
tgo,1992,106
tgo,1993,291438
tgo,1994,294213
tgo,1995,171995
tgo,1996,91888
tgo,1997,19545
tgo,1998,4000
tgo,1999,3692
tgo,2000,5297
tgo,2001,6326
tgo,2002,13234
tgo,2003,16352
tgo,2004,16399
tgo,2005,67589
tgo,2006,44843
tgo,2007,27219
tgo,2008,22679
tgo,2009,19632
tgo,2010,19391
tgo,2011,20935
tgo,2012,18816
tgo,2013,11960
tgo,2014,11018
tgo,2015,10941
tgo,2016,10972
tgo,2017,11855
tgo,2018,11549
tha,1989,2
tha,1990,20
tha,1991,30
tha,1992,35
tha,1993,36
tha,1994,139
tha,1995,211
tha,1996,284
tha,1997,272
tha,1998,295
tha,1999,318
tha,2000,361
tha,2001,252
tha,2002,597
tha,2003,450
tha,2004,413
tha,2005,650
tha,2006,3534
tha,2007,2696
tha,2008,2232
tha,2009,903
tha,2010,584
tha,2011,556
tha,2012,558
tha,2013,396
tha,2014,648
tha,2015,1059
tha,2016,1115
tha,2017,1486
tha,2018,2956
tibetan,1964,51000
tibetan,1965,52000
tibetan,1966,52000
tibetan,1967,57180
tibetan,1968,62730
tibetan,1969,64140
tibetan,1970,64560
tibetan,1971,64110
tibetan,1972,65680
tibetan,1973,66840
tibetan,1974,68000
tibetan,1975,8200
tibetan,1976,8300
tibetan,1977,8400
tibetan,1978,8500
tibetan,1979,8600
tibetan,1980,8700
tibetan,1981,8800
tibetan,1982,9800
tibetan,1983,10800
tibetan,1984,11800
tibetan,1985,12800
tibetan,1986,13800
tibetan,1987,14800
tibetan,1988,15800
tibetan,1989,16800
tibetan,1990,17800
tibetan,1991,18800
tibetan,1992,19800
tibetan,1993,21132
tibetan,1994,21164
tibetan,1995,20035
tibetan,1996,20037
tibetan,1997,20506
tibetan,1998,21229
tibetan,1999,21040
tibetan,2000,20968
tibetan,2001,20721
tibetan,2002,20632
tibetan,2003,20743
tibetan,2004,20778
tibetan,2005,21135
tibetan,2006,20572
tibetan,2007,20313
tibetan,2008,20140
tibetan,2009,20193
tibetan,2010,15225
tibetan,2011,15197
tibetan,2012,15003
tibetan,2013,15086
tibetan,2014,15085
tibetan,2015,15085
tibetan,2016,13543
tibetan,2017,13551
tibetan,2018,13527
tjk,1992,60008
tjk,1993,590108
tjk,1994,91469
tjk,1995,76994
tjk,1996,139501
tjk,1997,88135
tjk,1998,61260
tjk,1999,49861
tjk,2000,62085
tjk,2001,58854
tjk,2002,64919
tjk,2003,59413
tjk,2004,57015
tjk,2005,54942
tjk,2006,2039
tjk,2007,999
tjk,2008,694
tjk,2009,831
tjk,2010,908
tjk,2011,995
tjk,2012,1121
tjk,2013,1266
tjk,2014,1684
tjk,2015,2250
tjk,2016,4124
tjk,2017,4960
tjk,2018,4866
tkm,1994,7
tkm,1995,47
tkm,1996,2937
tkm,1997,3181
tkm,1998,1721
tkm,1999,1051
tkm,2000,350
tkm,2001,354
tkm,2002,931
tkm,2003,1004
tkm,2004,997
tkm,2005,996
tkm,2006,848
tkm,2007,827
tkm,2008,852
tkm,2009,819
tkm,2010,804
tkm,2011,808
tkm,2012,855
tkm,2013,842
tkm,2014,1243
tkm,2015,1670
tkm,2016,1450
tkm,2017,1449
tkm,2018,1680
tls,1999,290000
tls,2000,175760
tls,2001,91246
tls,2002,60492
tls,2003,969
tls,2004,666
tls,2005,254
tls,2006,167218
tls,2007,72598
tls,2008,15869
tls,2009,7
tls,2010,9
tls,2011,9
tls,2012,16
tls,2013,19
tls,2014,23
tls,2015,27
tls,2016,26
tls,2017,17
tls,2018,12
ton,1996,3
ton,1997,3
ton,1998,2
ton,1999,2
ton,2000,23
ton,2001,49
ton,2002,74
ton,2003,52
ton,2004,18
ton,2005,14
ton,2006,23
ton,2007,23
ton,2008,33
ton,2009,30
ton,2010,16
ton,2011,32
ton,2012,52
ton,2013,81
ton,2014,105
ton,2015,86
ton,2016,105
ton,2017,141
ton,2018,203
tto,1990,1
tto,1991,1
tto,1992,1
tto,1993,1
tto,1994,13
tto,1995,14
tto,1996,16
tto,1997,21
tto,1998,26
tto,1999,25
tto,2000,141
tto,2001,195
tto,2002,356
tto,2003,327
tto,2004,213
tto,2005,272
tto,2006,311
tto,2007,386
tto,2008,470
tto,2009,512
tto,2010,401
tto,2011,402
tto,2012,425
tto,2013,464
tto,2014,544
tto,2015,569
tto,2016,542
tto,2017,629
tto,2018,634
tun,1980,2
tun,1981,2
tun,1982,2
tun,1983,5
tun,1984,6
tun,1985,6
tun,1986,6
tun,1987,6
tun,1988,7
tun,1989,9
tun,1990,42
tun,1991,63
tun,1992,86
tun,1993,108
tun,1994,212
tun,1995,333
tun,1996,408
tun,1997,698
tun,1998,932
tun,1999,1240
tun,2000,1570
tun,2001,1764
tun,2002,2976
tun,2003,2948
tun,2004,2862
tun,2005,3494
tun,2006,3198
tun,2007,2854
tun,2008,2717
tun,2009,2765
tun,2010,2732
tun,2011,3570
tun,2012,4226
tun,2013,3162
tun,2014,3406
tun,2015,3928
tun,2016,3757
tun,2017,4136
tun,2018,4705
tur,1972,250
tur,1977,70
tur,1978,60
tur,1979,60
tur,1982,380
tur,1983,540
tur,1984,1040
tur,1985,1120
tur,1986,852
tur,1987,1084
tur,1988,150
tur,1989,2834
tur,1990,5508
tur,1991,6452
tur,1992,10089
tur,1993,16768
tur,1994,28873
tur,1995,44866
tur,1996,50483
tur,1997,48512
tur,1998,45647
tur,1999,44120
tur,2000,57662
tur,2001,60461
tur,2002,206224
tur,2003,193663
tur,2004,179885
tur,2005,181904
tur,2006,239441
tur,2007,231287
tur,2008,222917
tur,2009,155706
tur,2010,154563
tur,2011,146679
tur,2012,144238
tur,2013,77144
tur,2014,75462
tur,2015,71671
tur,2016,81198
tur,2017,95155
tur,2018,111676
tuv,1995,3
tuv,1996,3
tuv,1997,3
tuv,1998,3
tuv,1999,3
tuv,2000,3
tuv,2001,4
tuv,2002,4
tuv,2003,3
tuv,2004,3
tuv,2006,3
tuv,2007,2
tuv,2008,2
tuv,2011,2
tuv,2012,6
tuv,2013,4
tuv,2014,6
tuv,2015,3
tuv,2016,3
tza,1974,320
tza,1976,90
tza,1977,300
tza,1978,300
tza,1979,600
tza,1980,301
tza,1981,3001
tza,1982,501
tza,1983,501
tza,1984,501
tza,1985,1
tza,1987,2000
tza,1988,5
tza,1989,9
tza,1990,8
tza,1991,11
tza,1992,21
tza,1993,32
tza,1994,62
tza,1995,68
tza,1996,71
tza,1997,66
tza,1998,7422
tza,1999,7441
tza,2000,1872
tza,2001,3199
tza,2002,3089
tza,2003,4290
tza,2004,5335
tza,2005,6799
tza,2006,1897
tza,2007,4176
tza,2008,4171
tza,2009,156458
tza,2010,163612
tza,2011,1722
tza,2012,1978
tza,2013,2067
tza,2014,1943
tza,2015,2427
tza,2016,1847
tza,2017,2090
tza,2018,2356
uga,1973,950
uga,1974,2630
uga,1975,2510
uga,1976,3250
uga,1977,8000
uga,1978,38820
uga,1979,113500
uga,1980,257501
uga,1981,218941
uga,1982,397285
uga,1983,321586
uga,1984,352491
uga,1985,362270
uga,1986,295922
uga,1987,195021
uga,1988,107135
uga,1989,40398
uga,1990,58900
uga,1991,39446
uga,1992,37448
uga,1993,34561
uga,1994,35467
uga,1995,28737
uga,1996,28673
uga,1997,56499
uga,1998,14308
uga,1999,14173
uga,2000,33916
uga,2001,41244
uga,2002,42731
uga,2003,42490
uga,2004,35268
uga,2005,38562
uga,2006,1914308
uga,2007,1839494
uga,2008,1466792
uga,2009,862551
uga,2010,436040
uga,2011,133283
uga,2012,8719
uga,2013,61952
uga,2014,191987
uga,2015,193954
uga,2016,191558
uga,2017,196527
uga,2018,197913
ukr,1992,38
ukr,1993,134
ukr,1994,917
ukr,1995,1701
ukr,1996,6115
ukr,1997,6348
ukr,1998,5166
ukr,1999,12238
ukr,2000,22459
ukr,2001,32616
ukr,2002,90140
ukr,2003,97014
ukr,2004,92239
ukr,2005,86899
ukr,2006,67210
ukr,2007,28408
ukr,2008,30323
ukr,2009,26066
ukr,2010,26371
ukr,2011,26433
ukr,2012,26467
ukr,2013,6810
ukr,2014,1076165
ukr,2015,1943792
ukr,2016,2066950
ukr,2017,1977229
ukr,2018,1625179
ury,1974,3000
ury,1975,570
ury,1976,1160
ury,1980,24
ury,1981,24
ury,1982,525
ury,1983,1985
ury,1984,265
ury,1985,1837
ury,1986,107
ury,1987,39
ury,1988,32
ury,1989,202
ury,1990,842
ury,1991,601
ury,1992,429
ury,1993,162
ury,1994,378
ury,1995,266
ury,1996,201
ury,1997,89
ury,1998,74
ury,1999,39
ury,2000,216
ury,2001,355
ury,2002,570
ury,2003,600
ury,2004,211
ury,2005,173
ury,2006,219
ury,2007,229
ury,2008,250
ury,2009,250
ury,2010,237
ury,2011,231
ury,2012,207
ury,2013,171
ury,2014,170
ury,2015,153
ury,2016,135
ury,2017,179
ury,2018,197
usa,1990,1
usa,1991,8
usa,1992,10
usa,1993,13
usa,1994,366
usa,1995,245
usa,1996,143
usa,1997,75
usa,1998,51
usa,1999,41
usa,2000,269
usa,2001,330
usa,2002,618
usa,2003,747
usa,2004,724
usa,2005,946
usa,2006,1754
usa,2007,3290
usa,2008,3892
usa,2009,3824
usa,2010,3907
usa,2011,4383
usa,2012,4891
usa,2013,5066
usa,2014,5194
usa,2015,5105
usa,2016,606
usa,2017,2477
usa,2018,3119
uzb,1993,2
uzb,1994,29060
uzb,1995,143
uzb,1996,69751
uzb,1997,69069
uzb,1998,52460
uzb,1999,45534
uzb,2000,55653
uzb,2001,11544
uzb,2002,10874
uzb,2003,9348
uzb,2004,9059
uzb,2005,9798
uzb,2006,11260
uzb,2007,7502
uzb,2008,8153
uzb,2009,8262
uzb,2010,10457
uzb,2011,14180
uzb,2012,13033
uzb,2013,6737
uzb,2014,6875
uzb,2015,6888
uzb,2016,6854
uzb,2017,6914
uzb,2018,7822
various_unknown,1951,2116011
various_unknown,1952,1952928
various_unknown,1953,1847304
various_unknown,1954,1749628
various_unknown,1955,1717966
various_unknown,1956,1767975
various_unknown,1957,1742514
various_unknown,1958,1689310
various_unknown,1959,1674185
various_unknown,1960,1506664
various_unknown,1961,1487067
various_unknown,1962,1443622
various_unknown,1963,1329403
various_unknown,1964,1328259
various_unknown,1965,1529635
various_unknown,1966,1335883
various_unknown,1967,1341211
various_unknown,1968,1300916
various_unknown,1969,1394567
various_unknown,1970,1290650
various_unknown,1971,2045400
various_unknown,1972,1943460
various_unknown,1973,1804005
various_unknown,1974,1822523
various_unknown,1975,1920754
various_unknown,1976,2472681
various_unknown,1977,2178724
various_unknown,1978,1847754
various_unknown,1979,1899472
various_unknown,1980,1589940
various_unknown,1981,1686966
various_unknown,1982,1725788
various_unknown,1983,1857562
various_unknown,1984,1669926
various_unknown,1985,1924451
various_unknown,1986,2355951
various_unknown,1987,2228118
various_unknown,1988,2247919
various_unknown,1989,2437768
various_unknown,1990,2572256
various_unknown,1991,2250618
various_unknown,1992,3122410
various_unknown,1993,2239708
various_unknown,1994,1804386
